Column 1,Column 2
A slice of pizza sitting on a plate next to the rest Cof the pizza.: 0.9801426529884338,A slice of Tpizza sitting on a plate next to the reat of he pizza.: 0.9330987334251404
A slice of pizza sitting on a plate next to the rest cof the pizza.: 0.9801426529884338,A Hslice of pizza sitting on a plate next to te rest Xof the pizza.: 0.9330881237983704
A slice of pizza sittiJg on a plate next to the rest of the pizza.: 0.9801222681999207,A slice of pizza sittinpg on a plate enxt to the rest of the pizzza.: 0.9330841898918152
A slice of pizza sittijg on a plate next to the rest of the pizza.: 0.9801222681999207,A slice of pizza sitting on a plate netx ot trhe rest of the pizza.: 0.933050274848938
A slice of pizza sitting on a plate next to Xhe rest of the pizza.: 0.9801154732704163,A slice of pizza siting no a plate next to Athe rest of the pizza.: 0.9330472350120544
A slice of pizza sitting on a plate next to xhe rest of the pizza.: 0.9801154732704163,A slice of pizza sitting on a plate nxet tH the est of the pizza.: 0.9330469369888306
A slice of pizza sitting on a plate Lext to the rest of the pizza.: 0.9801012277603149,A slce of pizza sitting on a plate next to thVe rrst of the pizza.: 0.9330095648765564
A slice of pizza sitting on a plate lext to the rest of the pizza.: 0.9801012277603149,A slice of pizza sitting on a plate nxet to the est of te pizza.: 0.9330095648765564
A slice of pizza sitting on a plate next to the rePt of the pizza.: 0.9800559282302856,A slice of pizza sittng on a plate net to the rest of teh pizza.: 0.9330065846443176
A slice of pizza sitting on a plate next to the rept of the pizza.: 0.9800559282302856,A slice of pizza sitting in a plate next to the rest ox dhe pizza.: 0.932992160320282
A sNice of pizza sitting on a plate next to the rest of the pizza.: 0.980027973651886,A slice of pizza stting on a plate next to te rest fo the pizza.: 0.9329548478126526
A snice of pizza sitting on a plate next to the rest of the pizza.: 0.980027973651886,A gslice of pizza sitting on a plate next to the rest fo the pziza.: 0.932953953742981
A slice of pizza sitting on a plate neDxt to the rest of the pizza.: 0.9800086617469788,A qslice of pizza sitting on a plate next to he rest of rhe pizza.: 0.9329522848129272
A slice of pizza sitting on a plate nedxt to the rest of the pizza.: 0.9800086617469788,A slcie f pizza sitting on a plate next to teh rest of the pizza.: 0.932944655418396
A slice of pizza sitting on a plate nRxt to the rest of the pizza.: 0.9799854755401611,A slice of pizza sitting on a plate netx fo the ret of the pizza.: 0.9329181909561157
A slice of pizza sitting on a plate nrxt to the rest of the pizza.: 0.9799854755401611,A slice fo pizza sitting on a plate rext to the rest of thze pizza.: 0.9329144954681396
A slice of pizza sitting on a plate next to the rest oS the pizza.: 0.9799831509590149,A slice of pizza sitting in a plate nxet to the rest oc the pizza.: 0.9329050779342651
A slice of pizza sitting on a plate next to the rest os the pizza.: 0.9799831509590149,A sliec of pizza sittinKg on a plate next to the rext of the pizza.: 0.932898223400116
A slice of pizza sitting on a plate next to the rest of the Ypizza.: 0.979979932308197,A slice of pizza sittin on a plate next to the est of thr pizza.: 0.9328973889350891
A slice of pizza sitting on a plate next to the rest of the ypizza.: 0.979979932308197,A slicW of pizza sitting on a plate next tW the rRest of the pizza.: 0.9328778386116028
A slice of pizza siMting on a plate next to the rest of the pizza.: 0.9799796938896179,A slihce of pizza sitting on a plate next to the reqst of thn pizza.: 0.9328688383102417
A slice of pizza simting on a plate next to the rest of the pizza.: 0.9799796938896179,A slVce of pizza sitting on a plate next to the reNt o the pizza.: 0.9328607320785522
A slice of pizza sitting on a plate next to the rest of the Xpizza.: 0.9799646139144897,A slicRe of pizza sitting on a plate next to thje Lest of the pizza.: 0.9328592419624329
A slice of pizza sitting on a plate next to the rest of the xpizza.: 0.9799646139144897,A slice of Mpizza sitting on a plate next to the rest oYf teh pizza.: 0.9328148365020752
A slice of pizza sitting on a plate next to the Qrest of the pizza.: 0.9799505472183228,A slice of pizza sitting on a plate next tk teh rest f the pizza.: 0.9327961206436157
A slice of pizza sitting on a plate next to the qrest of the pizza.: 0.9799505472183228,A slice of pizza sqitting on a plate next to the rest pof ehe pizza.: 0.9327872395515442
A slice of pizza sitting on a plate next tR the rest of the pizza.: 0.9799373149871826,A slice of pizza sitting on a plate neKt to teh rMest of the pizza.: 0.9327753186225891
A slice of pizza sitting on a plate next tr the rest of the pizza.: 0.9799373149871826,A slice of pizza sitting on a plate next ti the resn fo the pizza.: 0.9327669739723206
A slice of pizza sittZng on a plate next to the rest of the pizza.: 0.9799118638038635,A cslice lf pizza sitting on a plate next to the rest of te pizza.: 0.9327638745307922
A slice of pizza sittzng on a plate next to the rest of the pizza.: 0.9799118638038635,A sleice of pizza sitting on a plate Xnext to the rest pf the pizza.: 0.9327611923217773
A slice of pizza sittNing on a plate next to the rest of the pizza.: 0.9799030423164368,A sice of pizza sitting on a plate next t tfhe rest of the pizza.: 0.9327567219734192
A slice of pizza sittning on a plate next to the rest of the pizza.: 0.9799030423164368,A slice of pizza sitting on a plate next to the reast pf tthe pizza.: 0.9327470660209656
A slicQe of pizza sitting on a plate next to the rest of the pizza.: 0.9799014925956726,A wlice f pizza sittisng on a plate next to the rest of the pizza.: 0.9327252507209778
A slicqe of pizza sitting on a plate next to the rest of the pizza.: 0.9799014925956726,A slice of pizza sitting on a plate nexr to the erst of th pizza.: 0.932706892490387
A slice of pizza sitting on a plate next to thRe rest of the pizza.: 0.9798733592033386,A slice of pizza sitting on a plate next ti thTe rest oc the pizza.: 0.9326871037483215
A slice of pizza sitting on a plate next to thre rest of the pizza.: 0.9798733592033386,A slice fo pizza sitting on a plae next to the rest of te pizza.: 0.932677149772644
A slice of pizza sitting on a plate nexJt to the rest of the pizza.: 0.9798340797424316,A sliec of pizza sitting on a plate next tro the rest of thGe pizza.: 0.9326483607292175
A slice of pizza sitting on a plate nexjt to the rest of the pizza.: 0.9798340797424316,A slice Tof pizza sitting on a plate next to tEhe rest of the pzza.: 0.9326287508010864
A slicEe of pizza sitting on a plate next to the rest of the pizza.: 0.9798295497894287,A slice of pizza sitting kn a plate next to the rest of Wthe epizza.: 0.9326098561286926
A slicee of pizza sitting on a plate next to the rest of the pizza.: 0.9798295497894287,A slice oof pizza sithing on a plrate next to the rest of the pizza.: 0.9325969219207764
A Flice of pizza sitting on a plate next to the rest of the pizza.: 0.9797906279563904,A slice of pizza sittng on a plate next to the dest o the pizza.: 0.9325574636459351
A flice of pizza sitting on a plate next to the rest of the pizza.: 0.9797906279563904,A slice fo pizzL stting on a plate next to the rest of the pizza.: 0.9325505495071411
A slice of pizza sitting on a plate nexLt to the rest of the pizza.: 0.9797621965408325,A slice fo pizza sitting om a plate next to the rest of te pizza.: 0.9325456619262695
A slice of pizza sitting on a plate nexlt to the rest of the pizza.: 0.9797621965408325,A slice oG pizza stiting on a plate next to the rest oOf the pizza.: 0.9325441122055054
A slice of Zpizza sitting on a plate next to the rest of the pizza.: 0.9797523617744446,A sliOce of pizza sitting on a plate next to the rese of thye pizza.: 0.9325377345085144
A slice of zpizza sitting on a plate next to the rest of the pizza.: 0.9797523617744446,A slice o pizza sitting on a plate nRxt to the rest o the pizza.: 0.9324911236763
A slice of pizza sitGting on a plate next to the rest of the pizza.: 0.979739785194397,A slicie f pizza sitting on a plate next to thoe rest of the pizza.: 0.9324909448623657
A slice of pizza sitgting on a plate next to the rest of the pizza.: 0.979739785194397,A slice of pizza sititng on a plate next to the rets f the pizza.: 0.9324395656585693
A slice of pizza sitting on a plate next to Nthe rest of the pizza.: 0.9797242283821106,A slice of pizza itting on a plate neKt oto the rest of the pizza.: 0.9324283599853516
A slice of pizza sitting on a plate next to nthe rest of the pizza.: 0.9797242283821106,A slice of pizza sitting on a plate next to the res if te pizza.: 0.9324283599853516
A slice of pizza sitting no a plate next to the rest of the pizza.: 0.9797103404998779,A slice oGf pizza sitting on a plate next to tEhe rest fo the pizza.: 0.932426929473877
A slicSe of pizza sitting on a plate next to the rest of the pizza.: 0.9796773195266724,A slice fo pizza sittJing on a plate next to the rest of yhe pizza.: 0.932405412197113
A slicse of pizza sitting on a plate next to the rest of the pizza.: 0.9796773195266724,A slice o pizza sirting on a plate next to the rest ov the pizza.: 0.9323912858963013
A slice of pizza sitting on a plate nWext to the rest of the pizza.: 0.9796652793884277,A slice oV pizza sitting on a plate next to te reFst of the pizza.: 0.9323887825012207
A slice of pizza sitting on a plate nwext to the rest of the pizza.: 0.9796652793884277,A slice o pizza sitting on a plate nLxt to the rest o the pizza.: 0.9323799014091492
A slicAe of pizza sitting on a plate next to the rest of the pizza.: 0.979629397392273,A slice fo pizza sitting no a lpate next to the rest of the pizza.: 0.9323534369468689
A slicae of pizza sitting on a plate next to the rest of the pizza.: 0.979629397392273,A slice of pizza sitting on a plate next to th rsst of teh pizza.: 0.9323527812957764
A slice of pizza sitting on a plate next to thGe rest of the pizza.: 0.9796279668807983,A slice of pizza sitting on a plate nejt ot the rest of Ithe pizza.: 0.9323287606239319
A slice of pizza sitting on a plate next to thge rest of the pizza.: 0.9796279668807983,A slice of pizza Hitting oo a lpate next to the rest of the pizza.: 0.9323279857635498
A slice of pizza sitting on a plate Jnext to the rest of the pizza.: 0.9795970320701599,A slice of pizza sitting on a plate next to the reAt o he pizza.: 0.9322893023490906
A slice of pizza sitting on a plate jnext to the rest of the pizza.: 0.9795970320701599,A slice of pizza sitting on a plate nxt to teh rhst of the pizza.: 0.9322518706321716
A sEice of pizza sitting on a plate next to the rest of the pizza.: 0.9795742034912109,A slice of pizza sitting on a plate enxt uto Phe rest of the pizza.: 0.9322459697723389
A seice of pizza sitting on a plate next to the rest of the pizza.: 0.9795742034912109,A slice of pizza sitting on a plate next ao the resxt of he pizza.: 0.9322372078895569
A slice of pizza sitting on a plate nexJ to the rest of the pizza.: 0.979572057723999,A slice o pizza sitting on a plate next o the rest of yhe pizza.: 0.9322174191474915
A slice of pizza sitting on a plate nexj to the rest of the pizza.: 0.979572057723999,A slice fo pizza sitting on a plate next to teh ryest of the pizza.: 0.9321935772895813
A slice of pizza sitting oS a plate next to the rest of the pizza.: 0.9794926643371582,A slice oif pizza sitting on a plate next to the rest f te pizza.: 0.9321914315223694
A slice of pizza sitting os a plate next to the rest of the pizza.: 0.9794926643371582,A slice of pizza sitting on a plate enxt to tne reat of the pizza.: 0.9321579337120056
A slice of pizza sitting on a plate next to the rest of thT pizza.: 0.9794257283210754,A slice o pizza sitting on a plate next to the rest fo the ipzza.: 0.9321486353874207
A slice of pizza sitting on a plate next to the rest of tht pizza.: 0.9794257283210754,A slice og pizza sitting ln a platd next to the rest of the pizza.: 0.9321433901786804
A slice of pizza sitting on a plate next to the resTt of the pizza.: 0.9794182181358337,A slcie of pizza stting on a plate next to the rest fo the pizza.: 0.9321327209472656
A slice of pizza sitting on a plate next to the restt of the pizza.: 0.9794182181358337,A slice lf pizza sitting on a plate next to the rest oc thle pizza.: 0.9321007132530212
A slicFe of pizza sitting on a plate next to the rest of the pizza.: 0.9794133901596069,A slice of pizza sitting on a plate ext to the rest oC teh pizza.: 0.9320973753929138
A slicfe of pizza sitting on a plate next to the rest of the pizza.: 0.9794133901596069,A slice fo pizza sitting on a llate next to the rest f the pizza.: 0.9320926070213318
A slicOe of pizza sitting on a plate next to the rest of the pizza.: 0.9794131517410278,A slice fo pizza sitting on a plate next to te rest oyf the pizza.: 0.9320757389068604
A slicoe of pizza sitting on a plate next to the rest of the pizza.: 0.9794131517410278,A slice og pizza sitting on a plate next to the rset of teh pizza.: 0.9320727586746216
A slice of pizza sittiCng on a plate next to the rest of the pizza.: 0.9793983697891235,A slice of pizza sitting on a pltae enxt to the rest fo the pizza.: 0.9320571422576904
A slice of pizza sitticng on a plate next to the rest of the pizza.: 0.9793983697891235,A sliec Af pizza sitting on a plate next t the rest of the pizza.: 0.9320563077926636
A slice of pizza sitting on a plate next tF the rest of the pizza.: 0.9793915152549744,A slice of pizza sitting on a plate bext to the est Nof the pizza.: 0.932049572467804
A slice of pizza sitting on a plate next tf the rest of the pizza.: 0.9793915152549744,A slice o pizza tsitting on a plate next tEo the rest of the pizza.: 0.9320476651191711
A slice of pizza sitting on a plate next to the rest of the Jpizza.: 0.9793881177902222,A slice of pizza sitting on a plate next to the res fo tNe pizza.: 0.9320113062858582
A slice of pizza sitting on a plate next to the rest of the jpizza.: 0.9793881177902222,A slice of pizza siting on a plate next to the resE of teh pizza.: 0.9320091009140015
A slice of pizza sitting on a plate nexRt to the rest of the pizza.: 0.9793851375579834,A slic of pizza sitting on a plate next to the est of tUe pizza.: 0.9320064783096313
A slice of pizza sitting on a plate nexrt to the rest of the pizza.: 0.9793851375579834,A slice of pizza sitting on a plate nexut to he erst of the pizza.: 0.9319892525672913
A slice of pizza sittVing on a plate next to the rest of the pizza.: 0.9793396592140198,A slice of pizza sitting on a prlate next to the rest pf teh pizza.: 0.9319890737533569
A slice of pizza sittving on a plate next to the rest of the pizza.: 0.9793396592140198,A slice of pizza sitting on a plate netx to te reut of the pizza.: 0.9319795370101929
A slice of pizza sitting on a plate next to the rest of thY pizza.: 0.9793199300765991,A slice fo pizza siIting on a plate next to the resjt of the pizza.: 0.9319776892662048
A slice of pizza sitting on a plate next to the rest of thy pizza.: 0.9793199300765991,A slicle of pizza sitting on a plat next to the rest f the pizza.: 0.9319769144058228
A slicJ of pizza sitting on a plate next to the rest of the pizza.: 0.9792096018791199,A slice Fof pizza sitting on a plate next ro the rest fo the pizza.: 0.9319501519203186
A slicj of pizza sitting on a plate next to the rest of the pizza.: 0.9792096018791199,A zlice of pizza siCting En a plate next to the rest of the pizza.: 0.9319190382957458
A slice of pizza sitting on a plate next to the rest of the pizzW.: 0.9791514873504639,A slice fo pizza sitting on a plate next to the resat o the pizza.: 0.9318785667419434
A slice of pizza sitting on a plate next to the rest of the pizzw.: 0.9791514873504639,A slice fo pizza sitting on a plate next to the uest of te pizza.: 0.93184494972229
A slice of pizza sitting on a plate next to thQe rest of the pizza.: 0.9791332483291626,A sice of pizza sitting on a ppate next to te rest of the pizza.: 0.9318444132804871
A slice of pizza sitting on a plate next to thqe rest of the pizza.: 0.9791332483291626,A slice ot pizza sitting o a plate next to Sthe rest of the pizza.: 0.931839644908905
A slice of pizza sittGng on a plate next to the rest of the pizza.: 0.979100227355957,A slicf of pizza sitting ion a plate next to the rest of thre pizza.: 0.9318307042121887
A slice of pizza sittgng on a plate next to the rest of the pizza.: 0.979100227355957,A slice of pizza itting on a plate next t the rest of the pizPza.: 0.9318220615386963
A slice of Upizza sitting on a plate next to the rest of the pizza.: 0.9790946841239929,A slice of pizza siXtting no a plate next to thw rest of the pizza.: 0.931784987449646
A slice of upizza sitting on a plate next to the rest of the pizza.: 0.9790946841239929,A slice f pizza sitting on a plate next to tmhe rest lf the pizza.: 0.9317707419395447
A slice of pizza sitting on a plate nexPt to the rest of the pizza.: 0.9790944457054138,A slice of pizza siytting on a plate next to the rest fo rhe pizza.: 0.9317673444747925
A slice of pizza sitting on a plate nexpt to the rest of the pizza.: 0.9790944457054138,A slice om pizza sitting on a plae next to wthe rest of the pizza.: 0.9317525625228882
A slice of pizza siting on a plate next to the rest of the pizza.: 0.9790628552436829,A slice of pizza sitting on a plate next to teh rest f the piza.: 0.931742787361145
A slFice of pizza sitting on a plate next to the rest of the pizza.: 0.979049563407898,A slice of pizza sitting on a plate next to hte rest of te pizzra.: 0.9317345023155212
A slfice of pizza sitting on a plate next to the rest of the pizza.: 0.979049563407898,A slice of pizza sitting on a plate next to the rewt fo ohe pizza.: 0.9317278861999512
A slice of pizza sitting on a plate next to the rest of the Qpizza.: 0.979048490524292,A slice of pizza sitIing on a plate next to tte rest of he pizza.: 0.9317237734794617
A slice of pizza sitting on a plate next to the rest of the qpizza.: 0.979048490524292,A slice of pizza sitting on a plate next to trhe rest gof teh pizza.: 0.9316917061805725
A slice of pizza sitting on a plate next to the resPt of the pizza.: 0.9790357947349548,A slice fo pizza sitting on a plate next to the res Xof the pizza.: 0.9316781163215637
A slice of pizza sitting on a plate next to the respt of the pizza.: 0.9790357947349548,A slice of pizza sitting on a plate net fo the rest of the Apizza.: 0.9316666722297668
A slice of pizza sitting on a plate next to the rest Df the pizza.: 0.9790191054344177,A sZice of pizza Wsitting on a plate next to the resvt of the pizza.: 0.9316560626029968
A slice of pizza sitting on a plate next to the rest df the pizza.: 0.9790191054344177,A slice of pizza sittink on a plate next to tahe rest of teh pizza.: 0.9316536784172058
A slice of pizza sittiNng on a plate next to the rest of the pizza.: 0.9790149927139282,A slice of pizza sitting on a plate next to thw revt of the pizzz.: 0.9316532015800476
A slice of pizza sittinNg on a plate next to the rest of the pizza.: 0.9790149927139282,A Olice of pizza sitting on a plate next to thLe est of the pizza.: 0.9316530227661133
A slice of pizza sittinng on a plate next to the rest of the pizza.: 0.9790149927139282,A slice of pizza snitting on a plate next to the rest of te pKzza.: 0.9316402673721313
A sAice of pizza sitting on a plate next to the rest of the pizza.: 0.9789860248565674,A slice of pizza sxitting on a plate next to the res fo the pizza.: 0.9316344857215881
A saice of pizza sitting on a plate next to the rest of the pizza.: 0.9789860248565674,A slice f pizza sitting on a plate next tp the rest of the pikzza.: 0.9316322803497314
A slice of pizza siLting on a plate next to the rest of the pizza.: 0.9789808392524719,A slice f pizza sitting ln a plate next to tje rest of the pizza.: 0.9315924048423767
A slice of pizza silting on a plate next to the rest of the pizza.: 0.9789808392524719,A slice qof pizza sittin on a plate next to the rest of the pzzza.: 0.9315828084945679
A slice of pizza sRtting on a plate next to the rest of the pizza.: 0.9789783358573914,A slice of pizza sittind on a plate next to the rest of thJe Zpizza.: 0.9315820336341858
A slice of pizza srtting on a plate next to the rest of the pizza.: 0.9789783358573914,A slice oof pizza sitting on a plate nexdt tT the rest of the pizza.: 0.9315808415412903
A slice of pizza sitting on a plate next to the rest of the Lpizza.: 0.9789115786552429,A sliSce of pizza sitting on a plate next tG the rest of th pizza.: 0.9315731525421143
A slice of pizza sitting on a plate next to the rest of the lpizza.: 0.9789115786552429,A slice o pizza sitting no a plate next to the rest of hte pizza.: 0.931568443775177
A slicXe of pizza sitting on a plate next to the rest of the pizza.: 0.9789089560508728,A slije of pizza sitting on a plate next tp the rest of he pizza.: 0.9315606951713562
A slicxe of pizza sitting on a plate next to the rest of the pizza.: 0.9789089560508728,A slice of pizza sitting on a plate next to tue rest fo Zhe pizza.: 0.9315423965454102
A sRice of pizza sitting on a plate next to the rest of the pizza.: 0.9789039492607117,A slice o pizza sitting no a plate next to the rxst of the pizza.: 0.9315398335456848
A srice of pizza sitting on a plate next to the rest of the pizza.: 0.9789039492607117,A sliec of pizza sitting on a plate enxt to the rest oaf the pizza.: 0.9315295815467834
A sice of pizza sitting on a plate next to the rest of the pizza.: 0.9789032340049744,A slice o pizza sitting on a plate Tnext ho the rest of the pizza.: 0.9315148591995239
A slice of pizza sittiKng on a plate next to the rest of the pizza.: 0.9788931608200073,A slice of pizza sitting on a plate next to th rst lf the pizza.: 0.9315075874328613
A slice of pizza sittikng on a plate next to the rest of the pizza.: 0.9788931608200073,A slice of pizza sitting on a plate next to thw mest of te pizza.: 0.9314727187156677
A slice of pizza sitting on a plate next tRo the rest of the pizza.: 0.9788901209831238,A slice ot pizza sitting on a plate next to the rTest of teh pizza.: 0.9314444661140442
A slice of pizza sitting on a plate next tro the rest of the pizza.: 0.9788901209831238,A slice of pizza aitting on a plate next to teh rets of the pizza.: 0.9313908815383911
A slice of pizza sittinIg on a plate next to the rest of the pizza.: 0.9788709282875061,A slice bof pizza sigting on a plate next to the rest off the pizza.: 0.9313839077949524
A slice of pizza sittinig on a plate next to the rest of the pizza.: 0.9788709282875061,A slice of pizza sitting on a plate next Lo teh erst of the pizza.: 0.9313746690750122
A slice of Ypizza sitting on a plate next to the rest of the pizza.: 0.978861391544342,A slice of pizza sitting on a plate nIxt to hte est of the pizza.: 0.9313466548919678
A slice of ypizza sitting on a plate next to the rest of the pizza.: 0.978861391544342,A slice of pizza sitting on a plate nxet to thHe resr of the pizza.: 0.9313401579856873
A slice Oof pizza sitting on a plate next to the rest of the pizza.: 0.9788572192192078,A slice of pizza sitting on a plate nxet o tVhe rest of the pizza.: 0.9313063621520996
A slice oOf pizza sitting on a plate next to the rest of the pizza.: 0.9788572192192078,A slick of pizza sitting on a plate enxt to the rent of the pizza.: 0.9313032031059265
A slice oof pizza sitting on a plate next to the rest of the pizza.: 0.9788572192192078,A slice fo pizza sitting on a plate next to twhe rest fo the pizza.: 0.9312769770622253
A slice of pizza sitting on a plate next to the rest of Wthe pizza.: 0.9788472056388855,A slice o pizza sitting on a plate next tWo the rest of the piza.: 0.9312705397605896
A slice of pizza sitting on a plate next to the rest of wthe pizza.: 0.9788472056388855,A slice of pizza qitting on a plate nxt yo the rest of the pizza.: 0.9312688112258911
A slice of pizza sitting on a plate Rext to the rest of the pizza.: 0.978840708732605,A slice of pizza sitting kn a plate nNext to the rest fo the pizza.: 0.9312664270401001
A slice of pizza sitting on a plate rext to the rest of the pizza.: 0.978840708732605,A Wslice f pizza sitting on a plate next to the rest f the pizza.: 0.9312232732772827
A slice of Dpizza sitting on a plate next to the rest of the pizza.: 0.9788382649421692,A slice of pizza sitting on a plate next tyo the resr fo the pizza.: 0.9312222599983215
A slice of dpizza sitting on a plate next to the rest of the pizza.: 0.9788382649421692,A slice of pizza sitting on a plate next ti hhe rest fo the pizza.: 0.9312043786048889
A slice of pizza sitting on a plate next tP the rest of the pizza.: 0.9787991642951965,A slice of pizza sitting on a plate next ro tYe eest of the pizza.: 0.9311938881874084
A slice of pizza sitting on a plate next tp the rest of the pizza.: 0.9787991642951965,A sice of pizza sitting on a plate next to th rest o the pizza.: 0.9311760067939758
A slice of pizza sitting on a plate nexM to the rest of the pizza.: 0.9787967205047607,A slice of pizza sitting on a plate next to tge reRst pf the pizza.: 0.9311334490776062
A slice of pizza sitting on a plate nexm to the rest of the pizza.: 0.9787967205047607,A slice lof pizza sitting on a plate next to teh rest fo the pizza.: 0.9311290383338928
A slice of pizza sitting on a plate next to the rMest of the pizza.: 0.978786826133728,A slice op pizza stiting on a plate next to athe rest of the pizza.: 0.9311190247535706
A slice of pizza sitting on a plate next to the rmest of the pizza.: 0.978786826133728,A slice o pizza sitting on a plate next to thie rest f the pizza.: 0.9311161041259766
A slLce of pizza sitting on a plate next to the rest of the pizza.: 0.9787511229515076,A Cslice of pizza witting on a plate next to thd rest of the pizza.: 0.9311133027076721
A sllce of pizza sitting on a plate next to the rest of the pizza.: 0.9787511229515076,A slizce of pizza sitting ob a plate next to the rest of te pizza.: 0.9311094284057617
A slice of pizza sitting on a plate nBxt to the rest of the pizza.: 0.9787488579750061,A slice of pizza sitting on a plate next to teh rest fo the piza.: 0.9310895204544067
A slice of pizza sitting on a plate nbxt to the rest of the pizza.: 0.9787488579750061,A slFice of pizza sitting on a plate next to te rest of Zhe pizza.: 0.9310556054115295
A slice of pizza sitting on a plate next to the rest Bof the pizza.: 0.9787436127662659,A slice o pizza sitting on a olate next t the rest of the pizza.: 0.9310179352760315
A slice of pizza sitting on a plate next to the rest bof the pizza.: 0.9787436127662659,A slice f pizza sitting n a plate next to thhe rest of the pizza.: 0.9310001730918884
A slice of Tpizza sitting on a plate next to the rest of the pizza.: 0.9787393808364868,A slice of pizza sitting on a plate next to ghe Wrest fo the pizza.: 0.9309914708137512
A slice of tpizza sitting on a plate next to the rest of the pizza.: 0.9787393808364868,A slicr of pizza stiting on a plate next to the rest fo the pizza.: 0.9309906959533691
A slice of pizza sitting on a plate next Ko the rest of the pizza.: 0.9787340760231018,A slice gf pizza sitting on a plate next ot the rest of tHe pizza.: 0.9309895038604736
A slice of pizza sitting on a plate next ko the rest of the pizza.: 0.9787340760231018,A slice of pizza sitting on a plate next tp the rest fo thf pizza.: 0.930980920791626
A slicDe of pizza sitting on a plate next to the rest of the pizza.: 0.9787087440490723,A slice fo pizza sitting on a plate nexV tF the rest of the pizza.: 0.930955171585083
A slicde of pizza sitting on a plate next to the rest of the pizza.: 0.9787087440490723,A slice of pizza sitting on a plate next to teh rest fo the plzza.: 0.9309511780738831
A slice of pizza sitting on a plate next to the rest of the pZzza.: 0.9786425232887268,A slice of pizza siIting on a plate next to teh rest of he pizza.: 0.9309449791908264
A slice of pizza sitting on a plate next to the rest of the pzzza.: 0.9786425232887268,A slice of pizza sitting un a plate enxt t the rest of the pizza.: 0.9309424161911011
A slice of pizza sHtting on a plate next to the rest of the pizza.: 0.9786348342895508,A slicGe of pizza sitting on a plte next to th rest of the pizza.: 0.9309234619140625
A slice of pizza shtting on a plate next to the rest of the pizza.: 0.9786348342895508,A slice o pizza sitting og a plate next to the rest Rf the pizza.: 0.9309180974960327
A slice of pizza sitting Ln a plate next to the rest of the pizza.: 0.9786003828048706,A slice o pizza sitting on a plate next to the resnt of the pozza.: 0.9308961033821106
A slice of pizza sitting ln a plate next to the rest of the pizza.: 0.9786003828048706,A slice of pizza itting on a plaet next to qthe rest of the pizza.: 0.9308465123176575
A slice of pizza sitting on a plate next to tMe rest of the pizza.: 0.9785879254341125,A slice og pizza sitting no a plate next ti the rest of the pizza.: 0.9308215975761414
A slice of pizza sitting on a plate next to tme rest of the pizza.: 0.9785879254341125,A sice of pizza sitting on a plate next yo the res of the pizza.: 0.9307954907417297
A slice of pizza sitting on a plate next to the rest of Othe pizza.: 0.9785810112953186,A slice of pizza sitting on a lpate neHxt ot the rest of the pizza.: 0.9307675361633301
A slice of pizza sitting on a plate next to the rest of othe pizza.: 0.9785810112953186,A slice of pizza sitting on a plate netx to the rest if thM pizza.: 0.9307577013969421
A slice of pizza sitting on a plate next to the rest oL the pizza.: 0.9785641431808472,A slice of pizza sittng no a plate next to the rest fo the pizza.: 0.930749773979187
A slice of pizza sitting on a plate next to the rest ol the pizza.: 0.9785641431808472,A slice of pizza sitting on a plate next o the rest fo rhe pizza.: 0.9307413101196289
A slice oL pizza sitting on a plate next to the rest of the pizza.: 0.9785639047622681,A slcie of pizza sitting on a plate mext to the rest fo the pizza.: 0.9307366013526917
A slice ol pizza sitting on a plate next to the rest of the pizza.: 0.9785639047622681,A slice Uof pizza sitting no a plate nect to the rest of the pizza.: 0.9307330250740051
A slice of pizza sitPting on a plate next to the rest of the pizza.: 0.9785459637641907,A slice ow pizza sitting on a plate next to teh rest of thw pizza.: 0.9306911826133728
A slice of pizza sitpting on a plate next to the rest of the pizza.: 0.9785459637641907,A sliec of pizza sitting on a plate nexr to the rest of tme pizza.: 0.9306844472885132
A slice of pizza sitting on a plate next to thXe rest of the pizza.: 0.9785406589508057,A slice of pizza sitting on a plate oext to the rest oV the pizzoa.: 0.9306706786155701
A slice of pizza sitting on a plate next to thxe rest of the pizza.: 0.9785406589508057,A siice fo pizza sitting oV a plate next to the rest of the pizza.: 0.930627703666687
A slice of pizza sitting on a plate nOxt to the rest of the pizza.: 0.9785200357437134,A slice of pizza stitting on a plate next to tShe rest of Rhe pizza.: 0.930623471736908
A slice of pizza sitting on a plate noxt to the rest of the pizza.: 0.9785200357437134,A slice of pizza sitting on a plate next to te rest fo hte pizza.: 0.9306231737136841
A slice of pizza sittQing on a plate next to the rest of the pizza.: 0.9784682393074036,A slice f pizza sitting no a plate next to the rest of the pxzza.: 0.9306147694587708
A slice of pizza sittqing on a plate next to the rest of the pizza.: 0.9784682393074036,A slice of pizza sittinv Oon a plate next to the rest of Athe pizza.: 0.9306125640869141
A slicNe of pizza sitting on a plate next to the rest of the pizza.: 0.9784525632858276,A slice fo pizza sitting on a plate nxet to the reAt of the pizza.: 0.9305804967880249
A slicne of pizza sitting on a plate next to the rest of the pizza.: 0.9784525632858276,A slice fo pziza stting on a plate next to the rest of the pizza.: 0.9305523037910461
A slice of pizza sitting on a plate next to the rest of tUe pizza.: 0.9784307479858398,A slice fo pizza sitting on a plate next to teh erst of the pizza.: 0.9305440783500671
A slice of pizza sitting on a plate next to the rest of tue pizza.: 0.9784307479858398,A hslice of pizza sitting on a pPate next to the rest of he pizza.: 0.9304806590080261
